timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,discharged_mah,remaining,scale,cell_count,connected,warning
79181654,11.704,11.5906,11.0461,10.9426,128.31,0.614685,1.07921,3,1,0
79493657,11.506,11.597,10.2257,10.9683,129.265,0.617423,1.0786,3,1,0
79793659,11.396,11.5903,11.4563,11.1415,130.212,0.614805,1.07918,3,1,0
80094497,11.627,11.5781,12.8334,11.6282,131.244,0.610212,1.0802,3,1,0
80394439,11.198,11.5663,12.1302,12.0173,132.294,0.605759,1.08119,3,1,0
80695279,11.374,11.5623,14.3277,12.3884,133.371,0.604502,1.08147,3,1,0
80995265,11.352,11.5445,12.2474,12.4513,134.417,0.5974,1.08305,3,1,0
81295266,11.473,11.5307,12.2767,12.3129,135.425,0.591791,1.08431,3,1,0
81596085,11.66,11.5455,10.9875,11.8699,136.366,0.597677,1.08299,3,1,0
81896062,11.572,11.5564,10.2257,11.3225,137.244,0.601742,1.08209,3,1,0
82196049,11.385,11.5646,10.7238,10.8457,138.085,0.604605,1.08145,3,1,0
82496858,11.473,11.5763,10.1378,10.8454,138.992,0.609311,1.0804,3,1,0
82796854,11.715,11.5949,10.5773,10.6367,139.854,0.616741,1.07875,3,1,0
83097072,11.704,11.5978,10.9289,10.599,140.733,0.617774,1.07852,3,1,0
83397635,11.605,11.598,10.4308,10.5052,141.601,0.617704,1.07854,3,1,0
83697635,11.638,11.6037,10.6066,10.5068,142.478,0.6199,1.07805,3,1,0
83997654,11.814,11.6138,10.3429,10.2677,143.305,0.623863,1.07717,3,1,0
84298454,11.374,11.6074,11.134,10.4007,144.189,0.621178,1.07777,3,1,0
84610467,11.517,11.6116,12.0716,10.7998,145.171,0.623155,1.07733,3,1,0
84910435,11.473,11.5931,12.0716,11.5359,146.226,0.616099,1.07889,3,1,0
85211298,11.539,11.5772,12.5697,11.9414,147.276,0.610009,1.08024,3,1,0
85511254,11.704,11.5636,10.8996,11.9723,148.284,0.604579,1.08145,3,1,0
85811259,11.495,11.5627,10.4308,11.5104,149.185,0.603934,1.0816,3,1,0
86112073,11.528,11.5588,11.8372,11.4795,150.135,0.602119,1.082,3,1,0
86412056,11.198,11.531,13.3901,12.2472,151.242,0.591112,1.08446,3,1,0
86712870,11.495,11.4887,14.4156,13.2643,152.484,0.574484,1.0882,3,1,0
87012854,11.814,11.508,7.911,12.5057,153.459,0.582253,1.08645,3,1,0
87313051,11.715,11.5619,6.8269,10.276,154.035,0.602564,1.0819,3,1,0
87613683,11.803,11.5975,7.1199,8.98565,154.622,0.615672,1.07899,3,1,0
87913819,11.825,11.6154,10.5773,8.67935,155.295,0.622393,1.0775,3,1,0
88213652,11.319,11.6055,11.5442,9.51552,156.188,0.618658,1.07833,3,1,0
88514440,11.638,11.5978,11.4563,10.1116,157.108,0.61597,1.07892,3,1,0
88814439,11.77,11.579,10.4601,10.4221,158.018,0.608563,1.08057,3,1,0
89114471,11.363,11.555,12.6283,11.3286,159.075,0.599514,1.08258,3,1,0
89427281,11.385,11.5166,13.5073,12.2243,160.25,0.584626,1.08592,3,1,0
89727288,11.55,11.5194,10.0499,12.0225,161.239,0.586038,1.0856,3,1,0
90028070,11.561,11.5369,10.1671,11.2791,162.088,0.592853,1.08407,3,1,0
90328082,11.506,11.556,10.0499,10.965,162.96,0.600585,1.08234,3,1,0
90628089,11.352,11.558,10.8996,10.9153,163.863,0.601314,1.08218,3,1,0
90928840,11.561,11.556,10.3136,10.8417,164.761,0.600422,1.08238,3,1,0
91229077,11.55,11.5574,10.3429,10.7867,165.654,0.600969,1.08226,3,1,0
91528854,11.319,11.5491,13.0678,11.2263,166.636,0.597849,1.08295,3,1,0
91829809,11.528,11.5362,12.9799,12.241,167.793,0.593418,1.08395,3,1,0
92129688,11.506,11.5221,12.599,12.3834,168.844,0.587879,1.08519,3,1,0
92430621,11.649,11.5294,9.6397,11.8235,169.775,0.590631,1.08457,3,1,0
92730481,11.77,11.5556,9.0244,10.6197,170.508,0.600409,1.08238,3,1,0
93030467,11.539,11.5765,9.1416,9.95689,171.252,0.608221,1.08064,3,1,0
93331386,11.286,11.5475,15.0602,10.6501,172.212,0.596399,1.08328,3,1,0
93631291,11.363,11.4602,18.1367,13.2848,173.65,0.562189,1.09098,3,1,0
93932085,11.539,11.4558,8.1454,13.1211,174.768,0.56075,1.09131,3,1,0
94232046,11.814,11.4994,7.618,11.022,175.423,0.577215,1.08758,3,1,0
94544082,11.154,11.4923,13.478,11.2002,176.389,0.574127,1.08828,3,1,0
94844802,11.539,11.483,12.8334,11.9433,177.484,0.57098,1.08899,3,1,0
95144882,11.539,11.4815,10.9875,11.9503,178.485,0.570569,1.08908,3,1,0
95445649,11.286,11.4764,9.4932,11.5061,179.39,0.568177,1.08962,3,1,0
95745702,11.528,11.4866,10.7824,11.1837,180.279,0.572138,1.08873,3,1,0
96045635,11.726,11.4963,10.8703,11.3402,181.237,0.575788,1.08791,3,1,0
96346476,11.528,11.4488,24.2018,13.3916,182.572,0.555797,1.09243,3,1,0
96646470,11.55,11.453,13.6538,12.8307,183.564,0.557225,1.09211,3,1,0
96947255,11.418,11.4478,16.6131,12.5581,184.563,0.554794,1.09266,3,1,0
97247301,11.55,11.4272,12.7748,12.3672,185.566,0.545863,1.09469,3,1,0
97547256,11.583,11.382,10.1085,14.4181,187.017,0.526769,1.09907,3,1,0
97848253,11.22,11.3938,9.9327,13.6758,188.083,0.5314,1.098,3,1,0
98148088,11.407,11.4042,10.1671,13.0425,189.119,0.535203,1.09713,3,1,0
98448854,11.726,11.4416,6.5925,11.926,189.989,0.549844,1.09379,3,1,0
98749041,11.66,11.4845,6.9441,10.1288,190.605,0.566669,1.08996,3,1,0
99049655,11.583,11.5249,12.0423,9.52153,191.307,0.583287,1.08622,3,1,0
99349654,11.495,11.5076,11.6614,10.4428,192.295,0.577262,1.08757,3,1,0
99649674,11.671,11.4874,12.4525,11.0804,193.297,0.569956,1.08922,3,1,0
99950454,11.198,11.4597,23.0005,12.0465,194.403,0.559034,1.0917,3,1,0
100262444,11.187,11.4339,14.1519,13.0999,195.673,0.549357,1.0939,3,1,0
100562422,11.286,11.3833,12.599,14.7657,197.135,0.529208,1.09851,3,1,0
100863364,10.835,11.3503,18.4883,14.9382,198.409,0.516082,1.10153,3,1,0
101163263,11.495,11.3386,8.3798,14.5337,199.612,0.510881,1.10274,3,1,0
101464233,11.561,11.3699,8.8193,12.4526,200.396,0.522977,1.09994,3,1,0
101764069,11.506,11.4074,8.2333,10.7749,201.083,0.537549,1.09659,3,1,0
102065028,11.616,11.4517,8.8193,10.1085,201.845,0.555161,1.09258,3,1,0
102364854,11.55,11.4701,9.376,9.80318,202.619,0.562592,1.09089,3,1,0
102664835,11.231,11.4778,10.841,10.1336,203.5,0.566074,1.0901,3,1,0
102965667,11.484,11.4683,13.0092,10.8797,204.494,0.56289,1.09082,3,1,0
103265654,11.264,11.4516,12.8041,11.647,205.562,0.556977,1.09216,3,1,0
103566641,11.33,11.4368,11.4856,11.7485,206.559,0.551303,1.09345,3,1,0
103866461,11.264,11.4301,12.3353,11.9915,207.587,0.548968,1.09399,3,1,0
104167301,11.264,11.4022,14.4449,12.642,208.72,0.538123,1.09646,3,1,0
104467235,11.638,11.3848,12.0716,12.8473,209.828,0.531417,1.098,3,1,0
104767309,10.769,11.35,21.4769,13.9635,211.067,0.516235,1.1015,3,1,0
105068067,11.484,11.2417,11.8079,17.8323,213.157,0.470363,1.1122,3,1,0
105380269,11.66,11.3042,7.9989,14.1548,213.933,0.495298,1.10636,3,1,0
105680860,11.748,11.3621,8.1454,11.6246,214.582,0.518198,1.10104,3,1,0
105980887,11.704,11.4057,7.5008,10.1469,215.24,0.535479,1.09707,3,1,0
106281654,10.945,11.3309,29.3,14.2393,216.82,0.503635,1.10442,3,1,0
106581643,11.473,11.2823,8.6435,16.0362,218.47,0.483021,1.10923,3,1,0
106882455,11.792,11.3542,7.2078,12.5696,219.083,0.512141,1.10245,3,1,0
107182435,11.737,11.4072,7.5008,10.3903,219.672,0.533441,1.09754,3,1,0
107482454,11.616,11.4544,7.3543,9.1333,220.273,0.552616,1.09315,3,1,0
107783275,10.967,11.3006,22.9712,15.2988,222.302,0.488427,1.10796,3,1,0
108083250,11.055,11.2774,14.8258,15.4896,223.642,0.478953,1.11018,3,1,0
108384084,11.396,11.314,8.0868,13.1406,224.465,0.494329,1.10658,3,1,0
108684086,11.638,11.3633,8.2626,11.0626,225.124,0.514778,1.10184,3,1,0
108984847,11.506,11.4026,8.9072,9.92911,225.804,0.531268,1.09803,3,1,0
109284883,11.44,11.4079,10.0499,9.88597,226.619,0.534186,1.09737,3,1,0
109584835,11.396,11.4154,12.1302,10.1974,227.503,0.538306,1.09642,3,1,0
109885654,10.45,11.3443,17.4628,12.4462,228.805,0.511088,1.10269,3,1,0
110185635,11.44,11.294,16.115,14.3466,230.246,0.49273,1.10696,3,1,0
110486454,11.308,11.3119,11.6907,13.5811,231.297,0.500744,1.10509,3,1,0
110786467,10.758,11.1858,19.8654,18.3489,233.334,0.44818,1.11745,3,1,0
111099299,11.462,11.1559,10.1378,17.8966,234.94,0.434989,1.1206,3,1,0
111399285,11.638,11.2269,7.911,14.0937,235.638,0.463259,1.11388,3,1,0
111700283,11.473,11.292,7.6473,11.6035,236.291,0.489094,1.10781,3,1,0
112000211,11.649,11.3425,8.204,10.0659,236.936,0.509167,1.10313,3,1,0
112300991,10.56,11.2238,34.6033,14.8688,238.723,0.458891,1.11491,3,1,0
112600854,11.374,11.2661,7.0906,13.239,239.664,0.475917,1.1109,3,1,0
112900862,11.671,11.3326,6.9734,10.8436,240.268,0.502721,1.10463,3,1,0
113201635,11.44,11.3755,7.5887,9.37332,240.865,0.519956,1.10064,3,1,0
113501663,11.704,11.4042,9.8448,9.18821,241.601,0.532123,1.09784,3,1,0
113802462,11.242,11.3894,13.3315,9.90643,242.509,0.527104,1.09899,3,1,0
114102729,11.297,11.3458,16.0564,11.9772,243.766,0.511285,1.10264,3,1,0
114403275,11.297,11.3046,15.2946,13.2904,245.046,0.496237,1.10614,3,1,0
114703300,11.352,11.2844,12.8627,13.5116,246.209,0.489048,1.10782,3,1,0
115004088,11.33,11.2927,12.306,13.2108,247.276,0.492926,1.10691,3,1,0
115304071,11.187,11.1904,18.6934,16.9527,249.194,0.449787,1.11707,3,1,0
115604905,11.506,11.2197,8.2919,14.479,250.125,0.460836,1.11445,3,1,0
115904873,11.418,11.2722,7.8524,11.8438,250.779,0.481405,1.10961,3,1,0
116204871,11.55,11.3266,11.5149,10.4132,251.46,0.503062,1.10455,3,1,0
116505663,11.616,11.2739,9.4932,14.0829,253.079,0.480473,1.10983,3,1,0
116818142,11.55,11.2937,9.083,12.1213,253.894,0.488369,1.10798,3,1,0
117118799,11.638,11.3311,7.7059,10.662,254.593,0.50311,1.10454,3,1,0
117418952,11.363,11.3504,9.7276,10.4087,255.417,0.511059,1.1027,3,1,0
117719424,11.319,11.3509,12.5697,10.2971,256.25,0.511491,1.1026,3,1,0
118020042,11.055,11.2943,16.701,12.923,257.658,0.490602,1.10745,3,1,0
118320562,11.143,11.2635,13.3315,14.0171,258.976,0.479789,1.10999,3,1,0
118620795,11.132,11.2658,11.3684,13.1135,259.962,0.48102,1.1097,3,1,0
119221292,11.484,11.3052,11.2512,11.4483,261.691,0.496508,1.10608,3,1,0
119521807,11.418,11.3,12.6869,11.5264,262.66,0.494529,1.10654,3,1,0
119822389,11.363,11.2898,15.236,12.3226,263.78,0.491124,1.10733,3,1,0
120122475,11.077,11.2569,14.2398,13.3266,265.021,0.478586,1.11027,3,1,0
120422891,11.264,11.2621,10.3136,12.5719,265.98,0.480548,1.10981,3,1,0
120723072,11.583,11.2952,10.1378,11.5818,266.823,0.493579,1.10676,3,1,0
121023433,11.165,11.3071,10.8996,11.0493,267.67,0.497973,1.10573,3,1,0
121324011,11.517,11.31,12.2474,10.9989,268.578,0.498939,1.10551,3,1,0
121624331,11.319,11.3088,11.1633,11.2781,269.559,0.498546,1.1056,3,1,0
121924517,11.044,11.3085,11.3684,11.2372,270.492,0.498394,1.10564,3,1,0
122225087,10.978,11.3191,11.8079,11.4156,271.464,0.502956,1.10458,3,1,0
122536867,11.308,11.308,10.7824,11.613,272.5,0.498572,1.1056,3,1,0
122836835,11.539,11.3146,10.6066,11.2168,273.386,0.501014,1.10503,3,1,0
123137663,11.407,11.3079,9.8741,10.8041,274.238,0.497832,1.10577,3,1,0
123437675,11.264,11.3189,9.8155,10.4397,275.062,0.502008,1.1048,3,1,0
123738454,11.33,11.3068,11.1047,10.6449,275.972,0.496994,1.10596,3,1,0
124038488,11.275,11.306,11.2512,11.116,276.959,0.49704,1.10595,3,1,0
124339246,11.099,11.2993,11.72,11.314,277.93,0.494481,1.10655,3,1,0
124639465,11.286,11.3041,11.6614,11.39,278.888,0.496547,1.10607,3,1,0
124940205,11.33,11.2981,11.8665,11.4145,279.845,0.494101,1.10664,3,1,0
125240203,11.242,11.3041,10.9875,11.2359,280.76,0.496499,1.10608,3,1,0
125540867,11.154,11.307,10.4894,11.0507,281.66,0.49753,1.10584,3,1,0
125840835,11.352,11.298,10.7531,10.821,282.533,0.493577,1.10676,3,1,0
126141635,11.176,11.289,10.6066,10.8051,283.432,0.489699,1.10767,3,1,0
126441687,11.363,11.2955,11.1926,10.7889,284.329,0.492416,1.10703,3,1,0
126741635,11.143,11.2878,12.306,11.6136,285.395,0.489815,1.10764,3,1,0
127042467,11.077,11.2729,11.1047,11.9211,286.435,0.484087,1.10898,3,1,0
127343259,11.242,11.2723,12.306,11.9109,287.428,0.484006,1.109,3,1,0
127643278,11.044,11.2733,11.2805,11.9319,288.426,0.484517,1.10888,3,1,0
127944068,11.308,11.2812,10.0792,11.4311,289.323,0.487525,1.10817,3,1,0
128256090,11.341,11.2859,10.7824,11.0335,290.228,0.489088,1.10781,3,1,0
128556085,11.484,11.291,10.841,10.8655,291.114,0.490891,1.10739,3,1,0
128856835,11.176,11.285,9.669,10.6942,291.985,0.488171,1.10802,3,1,0
129156839,11.264,11.2915,11.7493,10.7201,292.876,0.490853,1.1074,3,1,0
129457660,11.099,11.2874,12.3353,11.261,293.882,0.489505,1.10771,3,1,0
129757654,11.308,11.2724,11.9837,11.5987,294.892,0.483642,1.10908,3,1,0
