timestamp,ref_timestamp,ref_lat,ref_lon,surface_bottom_timestamp,x,y,z,delta_xy[0],delta_xy[1],delta_z,vx,vy,vz,delta_vxy[0],delta_vxy[1],delta_vz,yaw,ref_alt,dist_bottom,dist_bottom_rate,eph,epv,xy_valid,z_valid,v_xy_valid,v_z_valid,xy_reset_counter,z_reset_counter,vxy_reset_counter,vz_reset_counter,xy_global,z_global,dist_bottom_valid
137974128,0,0.0,0.0,137974297,0.0,0.0,0.60454,0.0,0.0,0.0,-0.38179,1.12826,0.392499,0.0,0.0,0.0,2.87646,0.0,1.51646,-0.392499,1.33261,0.267486,0,1,0,1,0,0,0,0,0,1,1
138079198,0,0.0,0.0,138079275,0.0,0.0,0.664349,0.0,0.0,0.0,-0.452567,1.11213,0.394307,0.0,0.0,0.0,2.7818,0.0,1.45666,-0.394307,1.35302,0.268384,0,1,0,1,0,0,0,0,0,1,1
138183189,0,0.0,0.0,138183279,0.0,0.0,0.723357,0.0,0.0,0.0,-0.509269,1.07763,0.384319,0.0,0.0,0.0,2.68368,0.0,1.39765,-0.384319,1.36803,0.268691,0,1,0,1,0,0,0,0,0,1,1
138282124,0,0.0,0.0,138282292,0.0,0.0,0.782707,0.0,0.0,0.0,-0.574622,1.05541,0.378502,0.0,0.0,0.0,2.58921,0.0,1.3383,-0.378502,1.3887,0.27187,0,1,0,1,0,0,0,0,0,1,1
138383196,0,0.0,0.0,138383279,0.0,0.0,0.839847,0.0,0.0,0.0,-0.630673,1.04437,0.312483,0.0,0.0,0.0,2.49092,0.0,1.28116,-0.312483,1.40043,0.27197,0,1,0,1,0,0,0,0,0,1,1
138486677,0,0.0,0.0,138486760,0.0,0.0,0.89268,0.0,0.0,0.0,-0.674271,1.02968,0.226704,0.0,0.0,0.0,2.38706,0.0,1.22832,-0.226704,1.41644,0.274942,0,1,0,1,0,0,0,0,0,1,1
138587159,0,0.0,0.0,138587242,0.0,0.0,0.936726,0.0,0.0,0.0,-0.734223,1.02495,0.171107,0.0,0.0,0.0,2.28258,0.0,1.18428,-0.171107,1.42872,0.27781,0,1,0,1,0,0,0,0,0,1,1
138690142,0,0.0,0.0,138690277,0.0,0.0,0.975847,0.0,0.0,0.0,-0.779268,1.01841,0.113064,0.0,0.0,0.0,2.17116,0.0,1.14516,-0.113064,1.44494,0.283237,0,1,0,1,0,0,0,0,0,1,1
138791393,0,0.0,0.0,138791477,0.0,0.0,1.01516,0.0,0.0,0.0,-0.801262,1.02523,0.096852,0.0,0.0,0.0,2.06434,0.0,1.10584,-0.096852,1.45065,0.285739,0,1,0,1,0,0,0,0,0,1,1
138890704,0,0.0,0.0,138890786,0.0,0.0,1.05098,0.0,0.0,0.0,-0.808824,1.05146,0.166196,0.0,0.0,0.0,1.95837,0.0,1.07002,-0.166196,1.46692,0.293314,0,1,0,1,0,0,0,0,0,1,1
138994135,0,0.0,0.0,138994310,0.0,0.0,1.09566,0.0,0.0,0.0,-0.818003,1.06303,0.294639,0.0,0.0,0.0,1.86355,0.0,1.02534,-0.294639,1.476,0.299081,0,1,0,1,0,0,0,0,0,1,1
139094123,0,0.0,0.0,139094205,0.0,0.0,1.1529,0.0,0.0,0.0,-0.814357,1.06563,0.472234,0.0,0.0,0.0,1.7973,0.0,0.968109,-0.472234,1.48564,0.306079,0,1,0,1,0,0,0,0,0,1,1
139198665,0,0.0,0.0,139198751,0.0,0.0,1.22704,0.0,0.0,0.0,-0.798404,1.06835,0.682922,0.0,0.0,0.0,1.75331,0.0,0.893968,-0.682922,1.49593,0.314311,0,1,0,1,0,0,0,0,0,1,1
139298137,0,0.0,0.0,139298298,0.0,0.0,1.31158,0.0,0.0,0.0,-0.790554,1.08025,0.851105,0.0,0.0,0.0,1.73505,0.0,0.80942,-0.851105,1.49654,0.317516,0,1,0,1,0,0,0,0,0,1,1
139398123,0,0.0,0.0,139398205,0.0,0.0,1.41851,0.0,0.0,0.0,-0.764697,1.08961,0.913328,0.0,0.0,0.0,1.73064,0.0,0.702492,-0.913328,1.50679,0.326778,0,1,0,1,0,0,0,0,0,1,1
139502169,0,0.0,0.0,139502345,0.0,0.0,1.53263,0.0,0.0,0.0,-0.753714,1.11636,0.846647,0.0,0.0,0.0,1.73634,0.0,0.58837,-0.846647,1.51643,0.336162,0,1,0,1,0,0,0,0,0,1,1
139602666,0,0.0,0.0,139602748,0.0,0.0,1.63074,0.0,0.0,0.0,-0.756659,1.15107,0.773851,0.0,0.0,0.0,1.74969,0.0,0.490269,-0.773851,1.52171,0.342925,0,1,0,1,0,0,0,0,0,1,1
139702133,0,0.0,0.0,139702272,0.0,0.0,1.72246,0.0,0.0,0.0,-0.767794,1.1797,0.705137,0.0,0.0,0.0,1.76898,0.0,0.39854,-0.705137,1.52274,0.346744,0,1,0,1,0,0,0,0,0,1,1
139806140,0,0.0,0.0,139806308,0.0,0.0,1.8157,0.0,0.0,0.0,-0.779228,1.2095,0.642999,0.0,0.0,0.0,1.79428,0.0,0.305304,-0.642999,1.53086,0.355669,0,1,0,1,0,0,0,0,0,1,0
139906644,0,0.0,0.0,139906727,0.0,0.0,1.89911,0.0,0.0,0.0,-0.795584,1.22712,0.585705,0.0,0.0,0.0,1.82293,0.0,0.221893,-0.585705,1.5373,0.363338,0,1,0,1,0,0,0,0,0,1,0
